user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
513,25.0,0,2,1,2,2,1,1,0,0,0,0,0,0,2,1,0,1,3,0,0,1,1,0,0,23917.85714285714,17017.85714285714,0.6428571428571429,0.35714285714285715,0.0,0.0,0,0,0.07142857142857142,0.17857142857142858,0.5714285714285714,0.14285714285714285,1
514,20.0,1,3,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,29050.0,11885.714285714286,0.8214285714285714,0.17857142857142858,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.5714285714285714,0.14285714285714285,1
515,24.0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22578.571428571428,18357.14285714286,0.6428571428571429,0.35714285714285715,0.0,0.0,0,0,0.10714285714285714,0.14285714285714285,0.5357142857142857,0.17857142857142858,1
516,25.0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,11760.714285714286,29175.0,0.21428571428571427,0.7857142857142857,0.0,0.0,0,0,0.03571428571428571,0.21428571428571427,0.17857142857142858,0.5357142857142857,1
517,28.0,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,13,2,0,0,0,0,0,21514.285714285714,19421.428571428572,0.5357142857142857,0.4642857142857143,0.0,0.0,0,0,0.10714285714285714,0.14285714285714285,0.4642857142857143,0.25,1
518,24.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36721.42857142857,4214.285714285715,0.9642857142857143,0.03571428571428571,0.0,0.0,0,0,0.25,0.0,0.6785714285714286,0.03571428571428571,1
519,24.0,1,1,3,0,0,1,1,0,0,0,8,2,6,12,10,0,6,18,11,11,14,13,0,0,29725.0,11210.714285714286,0.75,0.25,0.0,0.0,0,0,0.25,0.0,0.4642857142857143,0.25,3
520,20.0,0,3,3,0,0,1,2,0,0,0,6,1,1,11,8,0,3,4,0,0,0,1,0,0,29232.14285714286,11703.57142857143,0.6071428571428571,0.39285714285714285,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.5,0.21428571428571427,1
521,22.0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,1,0,6,12,4,1,4,8,0,0,30717.85714285714,10217.857142857143,0.6428571428571429,0.35714285714285715,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.5,0.21428571428571427,1
522,22.0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,32489.285714285714,8446.42857142857,0.6428571428571429,0.35714285714285715,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.5,0.21428571428571427,1
