user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
1029,21.0,1,2,1,2,2,1,1,0,0,1,11,11,11,18,22,34,13,44,98,66,37,27,6,9,13001.82,16343.94,0.3,0.46,0.12,0.2,0.0,0.0,0.06,0.3,0.36,0.42,1
1030,24.0,1,1,2,0,0,1,1,0,0,0,3,2,2,5,4,0,6,6,9,1,5,7,0,0,17825.82,11519.94,0.44,0.32,0.16,0.16,0.0,0.0,0.12,0.24,0.52,0.26,4
1031,24.0,1,2,1,1,0,1,1,0,0,0,6,3,1,9,3,1,6,13,7,4,4,11,0,0,5747.96,23597.8,0.12,0.64,0.06,0.26,0.0,0.0,0.04,0.32,0.16,0.62,4
1032,25.0,1,2,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,20847.78,8497.98,0.5,0.26,0.14,0.18,0.0,0.0,0.2,0.16,0.54,0.24,4
1033,50.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,0,1,0,0,0,1,11320.670103092783,15786.082474226803,0.4020618556701031,0.39690721649484534,0.18041237113402062,0.23195876288659795,0.03608247422680412,0.020618556701030927,0.14432989690721648,0.22164948453608246,0.36597938144329895,0.4072164948453608,4
1034,24.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.46153846153845,10407.23076923077,0.0,0.5,0.07692307692307693,0.5,0.0,0.0,0.038461538461538464,0.34615384615384615,0.038461538461538464,0.6923076923076923,4
1035,22.0,0,2,1,2,2,1,1,0,0,0,4,1,1,4,5,0,3,14,8,2,2,4,0,0,13631.92,15713.84,0.32,0.44,0.12,0.2,0.0,0.0,0.04,0.32,0.4,0.38,4
1036,23.0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,4,11,4,0,0,0,0,0,11571.94,17773.82,0.34,0.42,0.16,0.16,0.0,0.0,0.08,0.28,0.4,0.38,4
1037,23.0,1,2,3,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,6370.0,22975.76,0.1,0.66,0.02,0.3,0.0,0.0,0.02,0.34,0.12,0.66,4
1038,24.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,11,2,2,1,7,0,0,5999.98,23345.78,0.06,0.7,0.0,0.32,0.0,0.0,0.0,0.36,0.06,0.72,4
1039,24.0,0,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8901.96,20443.8,0.26,0.5,0.16,0.16,0.0,0.0,0.16,0.2,0.28,0.5,4
1040,22.0,0,0,2,0,0,0,0,1,0,0,5,4,2,6,5,0,5,7,5,2,5,7,0,0,13591.82,15753.94,0.32,0.44,0.2,0.12,0.0,0.0,0.08,0.28,0.46,0.32,4
1041,24.0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8693.98,20651.78,0.18,0.58,0.1,0.22,0.0,0.0,0.1,0.26,0.18,0.6,4
1042,20.0,1,2,2,1,0,1,0,0,0,0,5,1,0,4,7,0,3,11,3,3,2,6,0,0,12303.96,17041.8,0.18,0.58,0.1,0.22,0.0,0.0,0.06,0.3,0.2,0.58,4
1043,25.0,0,0,1,1,0,1,1,1,0,0,4,0,1,3,0,0,8,9,3,1,1,1,0,0,11051.94,18293.82,0.22,0.54,0.1,0.22,0.0,0.0,0.04,0.32,0.28,0.5,4
1044,24.0,0,0,1,0,0,1,0,0,0,0,5,2,3,3,8,1,0,0,0,0,0,0,0,0,20869.82,8475.94,0.54,0.22,0.22,0.1,0.0,0.0,0.24,0.12,0.58,0.2,4
1045,36.0,0,3,2,1,0,1,2,1,0,0,9,3,2,13,10,6,9,24,12,5,5,6,1,0,8547.96,20797.8,0.18,0.58,0.16,0.16,0.0,0.0,0.16,0.2,0.16,0.62,4
1046,43.0,1,0,1,0,0,0,1,0,0,0,1,1,5,4,0,1,1,6,6,2,2,0,0,0,11657.96,17687.8,0.24,0.52,0.2,0.12,0.0,0.0,0.1,0.26,0.3,0.48,4
1047,22.0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,8273.94,21071.82,0.3,0.46,0.1,0.22,0.0,0.0,0.06,0.3,0.32,0.46,4
1048,24.0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,3,0,0,1,0,0,9473.739130434782,12034.521739130434,0.43478260869565216,0.391304347826087,0.08695652173913043,0.13043478260869565,0.0,0.0,0.043478260869565216,0.17391304347826086,0.6086956521739131,0.391304347826087,4
1049,24.0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22753.92,6591.84,0.48,0.28,0.14,0.18,0.0,0.0,0.14,0.22,0.5,0.28,4
1050,21.0,0,3,3,0,1,1,1,1,0,1,5,2,2,13,9,0,8,20,12,7,6,9,0,0,11941.119266055046,11531.11009174312,0.3211009174311927,0.3486238532110092,0.41284403669724773,0.14678899082568808,0.009174311926605505,0.009174311926605505,0.21100917431192662,0.1926605504587156,0.5504587155963303,0.29357798165137616,4
1051,25.0,0,3,3,1,1,1,2,1,0,0,6,3,3,8,7,1,6,3,5,0,0,0,0,0,10209.92,19135.84,0.26,0.5,0.18,0.14,0.0,0.0,0.08,0.28,0.32,0.46,4
1052,29.0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,13549.88,15795.88,0.4,0.36,0.2,0.12,0.0,0.0,0.14,0.22,0.4,0.38,4
1053,22.0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,1,3,2,1,1,1,0,0,15803.92,13541.84,0.36,0.4,0.2,0.12,0.0,0.0,0.12,0.24,0.5,0.28,4
1054,22.0,1,1,2,0,0,0,1,0,0,0,2,0,1,1,1,0,7,9,3,3,0,3,0,0,345.98,28999.78,0.02,0.74,0.1,0.22,0.0,0.0,0.06,0.3,0.06,0.72,4
1055,22.0,1,1,3,0,0,1,1,1,0,0,4,1,1,6,8,1,6,17,11,4,8,11,0,0,12361.94,16983.82,0.28,0.48,0.14,0.18,0.0,0.0,0.08,0.28,0.32,0.46,4
